openalex_id,title,doi,publication_year,publication_date,type,cited_by_count,is_open_access,primary_location_source,first_author,all_authors,institutions,topics,keywords,abstract_inverted_index,url,paper_id,is_ethical,categories,confidence,reasoning,success,error,api_key_used
https://openalex.org/W2790944001,Performance test for prototype game for children with adhd,https://doi.org/10.1088/1742-6596/978/1/012004,2018,2018-03-01,article,13,True,Journal of Physics Conference Series,Raymond Bahana,Raymond Bahana; Ford Lumban Gaol; Tjhin Wiguna; Harco Leslie Hendric Spits Warnars; Benfano Soewito; Eko Nugroho; Bayu Dirgantoro; Edi Abdurachman,Binus University; University of Indonesia,Attention Deficit Hyperactivity Disorder; Children's Physical and Motor Development,Laptop; Video game; Computer game,Yes,https://openalex.org/W2790944001,https://openalex.org/W2790944001,False,,low,"The title and abstract suggest a focus on a prototype game for children with ADHD, which is an application of technology but does not appear to delve into AI ethics, hallucination, or bias. The abstract is too brief to infer any discussion of these topics.",True,,uikY
https://openalex.org/W1676272604,PEREMPUAN DAN HAK ASASI MANUSIA DALAM PERSPEKTIF HUKUM ISLAM,https://doi.org/10.21143/jhp.vol40.no4.235,2010,2010-12-03,article,6,True,Jurnal Hukum & Pembangunan,Uswatun Hasanah,Uswatun Hasanah,University of Indonesia,Gender and Women's Rights; Legal Studies and Policies; Marriage and Family Dynamics,,Yes,https://openalex.org/W1676272604,https://openalex.org/W1676272604,False,,Low,"The title 'PEREMPUAN DAN HAK ASASI MANUSIA DALAM PERSPEKTIF HUKUM ISLAM' translates to 'Women and Human Rights in the Perspective of Islamic Law'. The abstract provided is simply 'Yes'. Neither the title nor the abstract indicate any discussion related to AI Ethics, AI Hallucination, or AI Bias. The research appears to be focused on legal and human rights issues within Islamic law, not on AI-related ethical concerns.",True,,FM-M
https://openalex.org/W4288782717,Rapid Atrial Fibrillation in the Emergency Department,https://doi.org/10.17925/hi.2022.16.1.12,2022,2022-01-01,review,3,True,Heart International,Mochamad Yusuf Alsagaff,Mochamad Yusuf Alsagaff; Hendri Susilo; Christian Pramudia; Dafsah Arifa Juzar; Muhammad Rafdi Amadis; Rerdin Julario; Sunu Budhi Raharjo; Budi Baktijasa Dharmadjati; Terrence Timothy Evan Lusida; Yusuf Azmi; Pieter A. Doevendans,Airlangga University; University Medical Center Utrecht; University of Indonesia,Atrial Fibrillation Management and Outcomes; Cardiac Arrhythmias and Treatments; Cardiovascular Syncope and Autonomic Disorders,Heart Rhythm; Position paper; Stroke; Clinical Practice,Yes,https://openalex.org/W4288782717,https://openalex.org/W4288782717,False,,low,The title and abstract indicate the paper is about a medical condition (Rapid Atrial Fibrillation) and its management in an emergency department. There is no indication that the research involves AI or discusses any of the specified ethical AI topics.,True,,uikY
https://openalex.org/W2522074474,Kesesuaian Lahan Budidaya Rumput Laut Eucheuma Cottonii di Perairan Tarakan dengan Faktor Pembatas Variabilitas ENSO dan Musim,https://doi.org/10.15578/segara.v11i1.9080,2015,2015-06-12,article,4,True,Jurnal Segara,Evie Avianti,Evie Avianti; Nani Hendiarti; Tuty Handayani,Badan Pengkajian dan Penerapan Teknologi; University of Indonesia,Marine and Coastal Ecosystems; Food Industry and Aquatic Biology; Marine and fisheries research,,Yes,https://openalex.org/W2522074474,https://openalex.org/W2522074474,False,,Low,"The provided title and abstract (which simply states 'Yes') do not contain any information related to AI ethics, AI hallucination, or AI bias. The title suggests the paper is about seaweed cultivation suitability in Tarakan waters, focusing on ENSO variability and seasons, which is an environmental or agricultural science topic, not AI ethics.",True,,YdtI
https://openalex.org/W3170240124,Oral Health Policies to Tackle the Burden of Early Childhood Caries: A Review of 14 Countries/Regions,https://doi.org/10.3389/froh.2021.670154,2021,2021-06-09,review,60,True,Frontiers in Oral Health,Kitty Jieyi Chen,Kitty Jieyi Chen; Duangporn Duangthip; Sherry Shiqian Gao; Fang Huang; Robert P. Anthonappa; Branca Heloísa de Oliveira; Bathsheba Turton; Callum Durward; Maha El Tantawi; Dina Attia; Masahiro Heima; Murugan Satta Muthu; Diah Ayu Maharani; Morenik Oluwatoyin Folayan; Prathip Phantumvanit; Thanya Sitthisettapong; Nicola Innes; Yasmi O. Crystal; Francisco Ramos‐Gomez; A. Carolina Medina Díaz; Edward Chin Man Lo; Chun Hung Chu,"Ajman University; Alexandria University; Cardiff University; Central University of Venezuela; Hospital of Stomatology, Sun Yat-sen University; Kagoshima University; New York University; Obafemi Awolowo University; Sri Ramachandra Institute of Higher Education and Research; Stomatology Hospital; Sun Yat-sen University; Thammasat University; The University of Western Australia; Universidade do Estado do Rio de Janeiro; University of California, Los Angeles; University of Hong Kong; University of Indonesia; University of Puthisastra",Dental Health and Care Utilization; Child Nutrition and Water Access; Oral microbiology and periodontitis research,Early childhood caries,Yes,https://openalex.org/W3170240124,https://openalex.org/W3170240124,False,,Low,"The provided title and abstract do not indicate any discussion of AI ethics, AI hallucination, or AI bias. The research appears to be focused on public health policy related to oral health.",True,,4WFQ
https://openalex.org/W2810792223,"Can We Learn from Our Mistakes? Introduction/Lessons Learned from Implementing Two Programs to Develop More Infrastructure Projects in Asia/Who Does the Agent of Change Represent? Stardom vs. Ownership/Learning from Mistakes/Mistakes, Errors and Possible Failures/Discerning Demography and Economy/Can a Planning and Land Use Lawyer Learn from Past Mistakes?/On Subjective Processes and the Limiting of Enquiry/Afterword: Abiding Challenges of Deliberative Practice",https://doi.org/10.1080/14649357.2018.1486985,2018,2018-05-27,article,6,True,Planning Theory & Practice,Heather Campbell,Heather Campbell; John Forester; Bishwapriya Sanyal; Khairul Anwar; Carlos Brando; Iwan J. Azis; Matteo Robiglio; Ezio Micelli; Riccardo Delli Santi; Dave Vanderhoven,Cornell University; Film Independent; Massachusetts Institute of Technology; Polytechnic University of Turin; Singapore-HUJ Alliance for Research and Enterprise; University of Indonesia; University of Sheffield; Università Iuav di Venezia,"Urban and Rural Development Challenges; Public-Private Partnership Projects; Housing, Finance, and Neoliberalism",Mistake,Yes,https://openalex.org/W2810792223,https://openalex.org/W2810792223,False,,Low,"The provided title and abstract are too generic. While the title mentions 'learning from mistakes' and 'errors', it doesn't explicitly link these concepts to AI or discuss ethical implications, biases, or hallucinations within an AI context. The abstract simply says 'Yes', which provides no useful information for classification. Therefore, I cannot confidently determine if the paper discusses the specified AI-related topics.",True,,7Fr4
https://openalex.org/W4386043830,Social Media Content Moderation Challenges for Vulnerable Groups: A Case Study on Tiktok Indonesia,https://doi.org/10.59188/eduvest.v3i8.893,2023,2023-08-21,article,2,True,Eduvest - Journal Of Universal Studies,Rizky Amalia Wismashanti,Rizky Amalia Wismashanti,University of Indonesia,Educational Methods and Impacts; Islamic Finance and Communication; Islamic Studies and Radicalism,Moderation; Upload; User-Generated Content,Yes,https://openalex.org/W4386043830,https://openalex.org/W4386043830,True,"AI Ethics, AI Bias",High,"The paper's title and abstract indicate a focus on the challenges of content moderation on social media, specifically concerning vulnerable groups. This directly relates to AI Ethics due to the potential for unfair or discriminatory moderation practices (AI Bias) and the moral implications of how AI systems impact vulnerable populations. While not explicitly mentioning 'AI Hallucination', the core theme revolves around ethical considerations and potential biases in AI-driven content moderation.",True,,07MI
https://openalex.org/W3084103522,An Asian Perspective of the Management of COVID-19: the Asian National Cancer Centers Alliance Led Regional Comparison,https://doi.org/10.31557/apjcc.2020.5.s1.27-42,2020,2020-08-24,article,12,True,Asian Pacific Journal of Cancer Care,Luh Komang Mela Dewi,Luh Komang Mela Dewi; Laureline Gatellier; Kanaga Sabapathy; C.S. Pramesh; Min Dai; Tran Thanh Huong; Murat Gültekin; Erdenekhuu Nansalmaa; Khin Khin Htwe; Muhammed Aasim Yusuf; Mamak Tahmasebi; Kishore Kumar Pradhananga; Jong Bae Park; Suhaila Md Hanapiah; Suleeporn Sangrajran; Rajendra Prasad Baral; Achmad Mulawarman Jayusman; Satoshi Iwata; Jin Wei Kwek; Manju Sengar; Girish Chinnaswamy; Jie He; Gu Tian; Huyen Thi Phung; Trần Văn Thuân; Bayarsaikhan Luvsanjodorj; Yi Yi Myint; June Young Chun; Jong Soo Han; William Ying Khee Hwang; Nina Kemala Sari; Tomohiro Matsuda,Bhaktapur Cancer Hospital; Dharmais Cancer Hospital; East Yangon General Hospital; Grande International Hospital; Hacettepe University; Homi Bhabha National Institute; Kathmandu Cancer Center; Ministry of Health; National Cancer Center; National Cancer Centre Singapore; National Cancer Institute; National Cancer Institute of Thailand; National Center for Communicable Diseases; National Hospital of Pediatrics; Shaukat Khanum Memorial Cancer Hospital and Research Center; Tata Memorial Hospital; Tehran University of Medical Sciences; University of Indonesia,COVID-19 and healthcare impacts; Economic and Financial Impacts of Cancer; Palliative Care and End-of-Life Issues,Preparedness; Pandemic; Triage,Yes,https://openalex.org/W3084103522,https://openalex.org/W3084103522,False,,low,"The provided title and abstract do not contain any information related to AI ethics, AI hallucination, or AI bias. The topic appears to be a comparative study of COVID-19 management from an Asian perspective, specifically involving National Cancer Centers. There is no mention of AI in the provided text.",True,,FM-M
https://openalex.org/W3132793228,Comparison some of kernel functions with support vector machines classifier for thalassemia dataset,https://doi.org/10.11591/ijai.v10.i2.pp430-437,2021,2021-05-21,article,5,True,IAES International Journal of Artificial Intelligence,Ilsya Wirasati,Ilsya Wirasati; Zuherman Rustam; Jane Eva Aurelia; Sri Hartini; Glori Stephani Saragih,University of Indonesia,Digital Imaging for Blood Diseases; Artificial Intelligence in Healthcare; Scientific and Engineering Research Topics,Kernel (algebra),Yes,https://openalex.org/W3132793228,https://openalex.org/W3132793228,False,,Low,"The paper title and abstract suggest a focus on machine learning techniques (support vector machines, kernel functions) applied to a specific dataset (thalassemia). There is no indication from the provided information that the paper delves into AI ethics, AI hallucination, or AI bias. The abstract's brevity ('Yes') does not provide enough detail to infer ethical considerations.",True,,7Fr4
https://openalex.org/W4409584284,Introduction to Cyber Defense in Space Missions,https://doi.org/10.4018/979-8-3693-7939-4.ch001,2025,2025-02-28,book-chapter,0,False,IGI Global eBooks,Binastya Anggara Sekti,Binastya Anggara Sekti; Mohammad Norman Gaza Laksono; Nizirwan Anwar; Mohamad Iqbal Ajie Laksono; Zhafira Anindya Tiaraputri; Raden Teddy Iswahyudi; Yuhefizar Yuhefizar,Bandung Institute of Technology; State University of Padang; Universitas Esa Unggul; University of Indonesia,Cybersecurity and Cyber Warfare Studies; Space Science and Extraterrestrial Life; European and Russian Geopolitical Military Strategies,,Yes,https://openalex.org/W4409584284,https://openalex.org/W4409584284,False,,low,"The title and abstract suggest the paper is about cybersecurity in space missions, not about AI ethics, hallucination, or bias. There is no indication that AI ethical concerns are a primary focus.",True,,uikY
https://openalex.org/W2905975455,Study comparative rock typing methods to classify rock type carbonate reservoir Field “S” East Java,https://doi.org/10.1088/1742-6596/1120/1/012047,2018,2018-11-01,article,10,True,Journal of Physics Conference Series,S. Haikel,S. Haikel; Mohammad Syamsu Rosid; M. Wahdanadi Haidar,Pertamina (Indonesia); University of Indonesia,Hydrocarbon exploration and reservoir analysis; Hydraulic Fracturing and Reservoir Analysis; Geological and Geophysical Studies,Petroleum reservoir,Yes,https://openalex.org/W2905975455,https://openalex.org/W2905975455,False,,Low,"The provided title and abstract do not indicate any discussion of AI ethics, AI hallucination, or AI bias. The research appears to be focused on geological or petroleum engineering classification methods for carbonate reservoirs.",True,,07MI
https://openalex.org/W4385396800,Analysis of entrepreneurial ecosystem factors on productive entrepreneurship of digital start-ups in Indonesia,https://doi.org/10.36096/ijbes.v5i3.439,2023,2023-07-30,article,2,True,International Journal of Business Ecosystem and Strategy (2687-2293),Abdan Syakuro Lubis,Abdan Syakuro Lubis; Chandra Wijaya; Eko Sakapurnama,University of Indonesia,"Entrepreneurship Studies and Influences; FinTech, Crowdfunding, Digital Finance; Innovation and Socioeconomic Development",Position (finance); Value (mathematics); Start up,Yes,https://openalex.org/W4385396800,https://openalex.org/W4385396800,False,,Low,"The title and abstract suggest a focus on entrepreneurial ecosystems and digital start-ups in Indonesia. There is no indication that the paper discusses AI ethics, AI hallucination, or AI bias.",True,,FM-M
https://openalex.org/W4395091227,Pengalaman dan Perspektif Pendidik terhadap Penggunaan ChatGPT dalam Pengajaran,https://doi.org/10.32585/jp.v33i1.5004,2024,2024-03-12,article,1,True,JURNAL PENDIDIKAN,Selly Anastassia Amellia Kharis,Selly Anastassia Amellia Kharis; Melisa Arisanty; Arman Haqqi Anna Zili,Indonesia Open University; University of Indonesia,Edcuational Technology Systems,,Yes,https://openalex.org/W4395091227,https://openalex.org/W4395091227,False,,Low,"The provided title and abstract are in Indonesian and suggest the paper is about educators' experiences and perspectives on using ChatGPT in teaching. While ChatGPT is an AI, the abstract 'Yes' is not informative enough to determine if the paper delves into AI ethics, hallucination, or bias. It seems more focused on the practical application and user experience rather than the ethical implications or potential harms of the AI.",True,,YdtI
https://openalex.org/W4385832881,Chatbot Platform Selection in Marketplace using AHP-TOPSIS Methods: A Case Study in Indonesia,https://doi.org/10.46254/af03.20220293,2022,2022-04-05,article,1,True,,Desi Triyana,Desi Triyana; Armand Omar Moeis,University of Indonesia,AI in Service Interactions; Digital Marketing and Social Media; Consumer Retail Behavior Studies,Chatbot; TOPSIS; Customer Satisfaction,Yes,https://openalex.org/W4385832881,https://openalex.org/W4385832881,False,,Low,"The paper title and abstract suggest a focus on applying the Analytic Hierarchy Process (AHP) and Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS) methods for selecting a chatbot platform in a marketplace. There is no indication that the research delves into AI ethics, hallucination, or bias. The mention of 'chatbot' likely refers to the application of the platform selection methodology rather than an investigation into the ethical implications or factual accuracy of chatbots themselves.",True,,4WFQ
https://openalex.org/W2591108377,Realization and testing of multi-material 3D printer for bone scaffold fabrication,https://doi.org/10.1063/1.4976786,2017,2017-01-01,article,9,False,AIP conference proceedings,Yudan Whulanza,Yudan Whulanza; Pretty Hidayaturrahmi; Tri Kurniawati; Rahyussalim AJ,Rumah Sakit Umum Pusat Nasional Dr. Cipto Mangunkusumo; University of Indonesia,Bone Tissue Engineering Materials; 3D Printing in Biomedical Research; Additive Manufacturing and 3D Printing Technologies,Polylactic Acid; Gelatin; Rapid Prototyping; Elasticity,Yes,https://openalex.org/W2591108377,https://openalex.org/W2591108377,False,,low,"The title and abstract suggest the paper is about the technical implementation and testing of a 3D printer for fabricating bone scaffolds. There is no indication of discussions related to AI ethics, hallucination, or bias.",True,,4WFQ
https://openalex.org/W4212812797,The Effect of Service Quality on Perceived Trust Moderated by Digital Technology at PT. Pupuk Indonesia,https://doi.org/10.2991/aebmr.k.220204.033,2022,2022-01-01,article,3,True,"Advances in economics, business and management research/Advances in Economics, Business and Management Research",Kevin Mara,Kevin Mara; Zoel Hutabarat,Pelita Harapan University; University of Indonesia,"Consumer Behavior and Marketing Influence; Technology Adoption and User Behaviour; Health, Technology, Consumer Behavior",Social network service,Yes,https://openalex.org/W4212812797,https://openalex.org/W4212812797,False,,Low,"The paper title and abstract suggest a focus on the impact of service quality and digital technology on perceived trust in a business context (PT. Pupuk Indonesia). There is no mention or indication of AI ethics, AI hallucination, or AI bias within the provided information. The research appears to be primarily business and technology-focused, not on the ethical implications of AI.",True,,uikY
https://openalex.org/W3193400193,Pemanfaatan Drone sebagai Bagian dari Kontra Terorisme,https://doi.org/10.35967/njip.v20i1.148,2021,2021-06-30,article,4,True,Nakhoda Jurnal Ilmu Pemerintahan,Muhammad Zaenuddin Firmansyah,Muhammad Zaenuddin Firmansyah; Puspitasari Puspitasari,University of Indonesia,Indonesian Legal and Regulatory Studies; Legal Studies and Policies; Legal and Social Justice Studies,Drone,Yes,https://openalex.org/W3193400193,https://openalex.org/W3193400193,False,,High,"The title and abstract indicate the paper is about the utilization of drones in counter-terrorism. There is no mention or implication of AI ethics, AI hallucination, or AI bias within the provided information. The research appears to be focused on a specific application of technology rather than the ethical considerations or potential pitfalls of AI itself.",True,,07MI
https://openalex.org/W4211063159,Legal Certainty Of Aggregate Data Utilization In The Design Of Personal Data Protection Bill,https://doi.org/10.33756/jlr.v4i1.11973,2022,2022-01-28,article,4,True,Jambura Law Review,Desi Ariani Sinulingga,Desi Ariani Sinulingga,Telkom University; University of Indonesia,Legal and Social Justice Studies; Information Retrieval and Data Mining; Legal and Policy Analysis in Indonesia,Aggregate data; Personal computer,Yes,https://openalex.org/W4211063159,https://openalex.org/W4211063159,False,,Low,"The title and abstract mention 'Personal Data Protection Bill' and 'aggregate data utilization,' suggesting a focus on data privacy and legal frameworks. However, there is no explicit mention or strong implication of AI ethics, AI hallucination, or AI bias within the provided text. The paper likely focuses on legal and data privacy aspects rather than the ethical considerations of AI itself.",True,,YdtI
https://openalex.org/W2790756832,Optimization of Dry Storage for Spent Fuel from G.A. Siwabessy Nuclear Research Reactor,https://doi.org/10.14716/ijtech.v9i1.775,2018,2018-01-26,article,15,True,International Journal of Technology,Ratiko Ratiko,Ratiko Ratiko; Shandy Arysenna Samudera; Richiditya Hindami; Amudi Tua Siahaan; Leo Naldi; Dian Hapsari Safitri; T.M.I. Mahlia; Nasruddin Nasruddin,National Nuclear Energy Agency of Indonesia; Universiti Tenaga Nasional; University of Indonesia,Nuclear and radioactivity studies; Radioactive element chemistry and processing; Nuclear Materials and Properties,,Yes,https://openalex.org/W2790756832,https://openalex.org/W2790756832,False,,Low,"The provided title and abstract do not indicate any discussion of AI ethics, AI hallucination, or AI bias. The paper appears to be focused on nuclear reactor spent fuel storage, a topic unrelated to the specified AI research areas.",True,,FM-M
https://openalex.org/W4385626768,Generating Fake News Detection Model Using A Two-Stage Evolutionary Approach,https://doi.org/10.1109/access.2023.3303321,2023,2023-01-01,article,12,True,IEEE Access,Jeffery T. H. Kong,Jeffery T. H. Kong; W. K. Wong; Filbert H. Juwono; Catur Apriono,Curtin University Sarawak; University of Indonesia; Xi’an Jiaotong-Liverpool University,Misinformation and Its Impacts; Advanced Malware Detection Techniques,,Yes,https://openalex.org/W4385626768,https://openalex.org/W4385626768,False,,low,"The title and abstract suggest a focus on technical methods for fake news detection using an evolutionary approach. There is no indication that the paper delves into the ethical implications of AI, AI hallucination, or AI bias. The abstract is too short to make a definitive determination, hence the low confidence.",True,,07MI
