openalex_id,title,doi,publication_year,publication_date,type,cited_by_count,is_open_access,primary_location_source,first_author,all_authors,institutions,topics,keywords,abstract_inverted_index,url
https://openalex.org/W3180959755,Protocol for development of a reporting guideline (TRIPOD-AI) and risk of bias tool (PROBAST-AI) for diagnostic and prognostic prediction model studies based on artificial intelligence,https://doi.org/10.1136/bmjopen-2020-048008,2021,2021-07-01,article,667,True,BMJ Open,Gary S. Collins,Gary S. Collins; Paula Dhiman; Constanza L. Andaur Navarro; Jie Ma; Lotty Hooft; Johannes B. Reitsma; Patrícia Logullo; Andrew L. Beam; Lily Peng; Ben Van Calster; Maarten van Smeden; Richard D Riley; Karel G.M. Moons,Google (United States); Harvard University; John Radcliffe Hospital; KU Leuven; Keele University; Leiden University Medical Center; Nuffield Orthopaedic Centre; Oxford BioMedica (United Kingdom); University Medical Center Utrecht; University of Oxford,Artificial Intelligence in Healthcare and Education; AI in cancer detection; Artificial Intelligence in Healthcare,Tripod (photography); Medicine; Guideline; Artificial intelligence; Machine learning; Computer science; Engineering; Pathology,Yes,https://openalex.org/W3180959755
https://openalex.org/W4221106857,Legal and Ethical Consideration in Artificial Intelligence in Healthcare: Who Takes Responsibility?,https://doi.org/10.3389/fsurg.2022.862322,2022,2022-03-14,review,730,True,Frontiers in Surgery,Nithesh Naik,Nithesh Naik; B. M. Zeeshan Hameed; Dasharathraj K Shetty; Dishant Swain; Milap Shah; Rahul Paul; Kaivalya Aggarwal; Sufyan Ibrahim; Vathsala Patil; Komal Smriti; Suyog Shetty; Bhavan Prasad; P. Chłosta; Bhaskar Somani,"Father Muller Medical College Hospital; Freeman Hospital; Harvard University; Jagiellonian University; Kasturba Medical College, Manipal; Manipal Academy of Higher Education; Massachusetts General Hospital; Max Healthcare; National Health Service; University Hospital Southampton NHS Foundation Trust",Artificial Intelligence in Healthcare and Education; Ethics in Clinical Research; Ethics and Social Impacts of AI,Transparency (behavior); Health care; Ethical issues; Internet privacy; Engineering ethics; Field (mathematics); Medicine; Public relations; Computer security; Computer science; Political science; Law; Engineering,Yes,https://openalex.org/W4221106857
https://openalex.org/W3008058947,Transparency and reproducibility in artificial intelligence,https://doi.org/10.1038/s41586-020-2766-y,2020,2020-10-14,letter,442,True,Nature,Benjamin Haibe‐Kains,Benjamin Haibe‐Kains; George Alexandru Adam; Ahmed Hosny; Farnoosh Khodakarami; Thakkar Shraddha; Rebecca Kusko; Susanna‐Assunta Sansone; Weida Tong; Russ Wolfinger; Christopher E. Mason; Wendell Jones; Joaquı́n Dopazo; Cesare Furlanello; Levi Waldron; Bo Wang; Chris McIntosh; Anna Goldenberg; Anshul Kundaje; Casey S. Greene; Tamara Broderick; Michael M. Hoffman; Jeffrey T. Leek; Keegan Korthauer; Wolfgang Huber; Alvis Brāzma; Joëlle Pineau; Robert Tibshirani; Trevor Hastie; John P. A. Ioannidis; John Quackenbush; Hugo J.W.L. Aerts,"Alex's Lemonade Stand Foundation; BC Children's Hospital; Brigham and Women's Hospital; Canadian Institute for Advanced Research; Cornell University; Dana-Farber Brigham Cancer Center; Dana-Farber Cancer Institute; European Bioinformatics Institute; European Molecular Biology Laboratory; Fondazione Bruno Kessler; Harvard University; Hospital Universitario Virgen del Rocío; Immuneering (United States); Johns Hopkins University; Maastricht University; Massachusetts General Hospital; Massachusetts Institute of Technology; McGill University; National Center for Toxicological Research; Ontario Institute for Cancer Research; Princess Margaret Cancer Centre; Protein Metrics (United States); Q2 Solutions (United States); SAS Institute (United States); Science Oxford; SickKids Foundation; Stanford University; The Graduate Center, CUNY; Translational Therapeutics (United States); United States Food and Drug Administration; University Health Network; University of British Columbia; University of Oxford; University of Pennsylvania; University of Toronto; Vector Institute; Weill Cornell Medicine",Artificial Intelligence in Healthcare and Education; AI in cancer detection; Radiomics and Machine Learning in Medical Imaging,Transparency (behavior); Computer science; Field (mathematics); Artificial intelligence; Data science; Computer security; Mathematics,No,https://openalex.org/W3008058947
https://openalex.org/W2924260403,Toward understanding the impact of artificial intelligence on labor,https://doi.org/10.1073/pnas.1900949116,2019,2019-03-25,article,586,True,Proceedings of the National Academy of Sciences,Morgan R. Frank,Morgan R. Frank; David Autor; James Bessen; Erik Brynjolfsson; Manuel Cebrián; David Deming; Maryann P. Feldman; Matthew Groh; José Lobo; Esteban Moro; Dashun Wang; Hyejin Youn; Iyad Rahwan,Arizona State University; Boston University; Columbia University; Harvard University; Harvard University Press; Massachusetts Institute of Technology; Max Planck Institute for Human Development; National Bureau of Economic Research; Northwestern University; Universidad Carlos III de Madrid; University of North Carolina at Chapel Hill,Regional resilience and development; Regional Economics and Spatial Analysis; Economic and Technological Innovation,Technological change; Automation; Productivity; Unemployment; Emerging technologies; Complementarity (molecular biology); Work (physics); Multidisciplinary approach; Computer science; Economics; Risk analysis (engineering); Business; Artificial intelligence; Engineering; Sociology; Economic growth,Yes,https://openalex.org/W2924260403
https://openalex.org/W2785645041,"Artificial Intelligence and Machine Learning in Radiology: Opportunities, Challenges, Pitfalls, and Criteria for Success",https://doi.org/10.1016/j.jacr.2017.12.026,2018,2018-02-04,article,676,False,Journal of the American College of Radiology,James H. Thrall,James H. Thrall; Xiang Li; Quanzheng Li; Cinthia Cruz del Castillo; Synho Do; Keith J. Dreyer; James A. Brink,Harvard University; Massachusetts General Hospital,Radiomics and Machine Learning in Medical Imaging; Artificial Intelligence in Healthcare and Education; Advanced X-ray and CT Imaging,Computer science; Artificial intelligence; Deep learning; Machine learning; Big data; Data science; Medical imaging; Applications of artificial intelligence; Turnaround time; Quality (philosophy); Set (abstract data type); Data mining,No,https://openalex.org/W2785645041
https://openalex.org/W2767128594,Computational Radiomics System to Decode the Radiographic Phenotype,https://doi.org/10.1158/0008-5472.can-17-0339,2017,2017-10-31,article,5840,True,Cancer Research,Joost J. M. van Griethuysen,Joost J. M. van Griethuysen; Andriy Fedorov; Chintan Parmar; Ahmed Hosny; Nicole Aucoin; Vivek Narayan; Regina G. H. Beets‐Tan; Jean‐Christophe Fillion‐Robin; Steve Pieper; Hugo J.W.L. Aerts,Brigham and Women's Hospital; Dana-Farber Cancer Institute; Harvard University; Kitware (United States); Maastricht University; The Netherlands Cancer Institute,Radiomics and Machine Learning in Medical Imaging; Advanced X-ray and CT Imaging; MRI in cancer diagnosis,Phenotype; Radiomics; Computational biology; Radiography; Medicine; Computer science; Genetics; Biology; Radiology; Gene,Yes,https://openalex.org/W2767128594
https://openalex.org/W4304014045,Artificial intelligence for multimodal data integration in oncology,https://doi.org/10.1016/j.ccell.2022.09.012,2022,2022-10-01,review,487,True,Cancer Cell,Jana Lipková,Jana Lipková; Richard J. Chen; Bowen Chen; Ming Y. Lu; Matteo Barbieri; Daniel Shao; Anurag Vaidya; Chengkuan Chen; Luoting Zhuang; Drew F. K. Williamson; Muhammad Shaban; Tiffany Chen; Faisal Mahmood,Brigham and Women's Hospital; Broad Institute; Dana-Farber Cancer Institute; Harvard University; Harvard University Press; Harvard–MIT Division of Health Sciences and Technology; Massachusetts General Hospital; Massachusetts Institute of Technology,AI in cancer detection; Radiomics and Machine Learning in Medical Imaging; Artificial Intelligence in Healthcare and Education,Computer science; Data integration; Medicine; Computational biology; Oncology; Cancer research; Biology; Data mining,No,https://openalex.org/W4304014045
https://openalex.org/W2979279941,Potential Liability for Physicians Using Artificial Intelligence,https://doi.org/10.1001/jama.2019.15064,2019,2019-10-04,article,408,False,JAMA,W. Nicholson Price,W. Nicholson Price; Sara Gerke; I. Glenn Cohen,Harvard University; University of Michigan,Artificial Intelligence in Healthcare and Education; Ethics in Clinical Research; Medical Malpractice and Liability Issues,Medicine; Otorhinolaryngology; Family medicine; Liability; Psychiatry; Law,Yes,https://openalex.org/W2979279941
https://openalex.org/W3081423662,Artificial intelligence in radiation oncology,https://doi.org/10.1038/s41571-020-0417-8,2020,2020-08-25,review,360,True,Nature Reviews Clinical Oncology,Elizabeth Huynh,Elizabeth Huynh; Ahmed Hosny; Christian V. Guthier; Danielle S. Bitterman; Steven Petit; Daphne A. Haas‐Kogan; Benjamin H. Kann; Hugo J.W.L. Aerts; Raymond H. Mak,Brigham and Women's Hospital; Dana-Farber Brigham Cancer Center; Dana-Farber Cancer Institute; Erasmus MC Cancer Institute; Harvard University,Radiomics and Machine Learning in Medical Imaging; Advanced X-ray and CT Imaging; Medical Imaging Techniques and Applications,Radiation oncology; Medical physics; Medicine; Oncology; Computer science; Radiation therapy; Internal medicine,No,https://openalex.org/W3081423662
https://openalex.org/W4280572991,Reporting guideline for the early-stage clinical evaluation of decision support systems driven by artificial intelligence: DECIDE-AI,https://doi.org/10.1038/s41591-022-01772-9,2022,2022-05-01,review,353,True,Nature Medicine,Baptiste Vasey,Baptiste Vasey; Myura Nagendran; Bruce Campbell; David A. Clifton; Gary S. Collins; Spiros Denaxas; Alastair K. Denniston; Livia Faes; Bart Geerts; Mudathir Ibrahim; Xiaoxuan Liu; Bilal A. Mateen; Piyush Mathur; Melissa D. McCradden; Lauren Morgan; Johan Ordish; Campbell Rogers; Suchi Saria; Daniel Shu Wei Ting; Peter Watkinson; Wim Weber; Peter Wheatstone; Peter McCulloch; Aaron Lee; Alan G. Fraser; Ali Connell; Alykhan Vira; Andre Esteva; Andrew D. Althouse; Andrew L. Beam; Anne de Hond; Anne‐Laure Boulesteix; Anthony Bradlow; Ari Ercole; Arsenio Páez; Athanasios Tsanas; Barry Kirby; Ben Glocker; Carmelo Velardo; Chang Min Park; Charisma Hehakaya; Chris Baber; Chris Paton; Christian Johner; Christopher Kelly; Chris Vincent; Christopher Yau; Clare McGenity; Constantine Gatsonis; Corinne Faivre‐Finn; Crispin Simon; Danielle Sent; Danilo Bzdok; Darren Treanor; David Wong; David F. Steiner; David Higgins; Dawn Benson; Declan P. O’Regan; Dinesh V. Gunasekaran; Dominic Danks; Emanuele Neri; Evangelia Kyrimi; Falk Schwendicke; Farah Magrabi; Frances Ives; Frank Rademakers; G Fowler; Giuseppe Frau; Henry David Jeffry Hogg; Hani J. Marcus; Heang‐Ping Chan; Henry Xiang; Hugh McIntyre; Hugh Harvey; Hyungjin Kim; Ibrahim Habli; James C. Fackler; James Shaw; Janet Higham; Jared M. Wohlgemut; Jaron Chong; Jean‐Emmanuel Bibault; Jérémie F. Cohen; Jesper Kers; Jessica Morley; Joachim Krois; João Monteiro; Joel Horovitz; John Fletcher; Jonathan Taylor; Jung Hyun Yoon; Karandeep Singh; Karel G.M. Moons; Kassandra Karpathakis; Ken Catchpole; Kerenza Hood; Konstantinos Balaskas; Konstantinos Kamnitsas; Laura G. Militello,Amsterdam University Medical Centers; Applied Decision Science (United States); Assistance Publique – Hôpitaux de Paris; Berlin Institute of Health at Charité - Universitätsmedizin Berlin; Brown University; Cardiff University; Charité - Universitätsmedizin Berlin; Cleveland Clinic; Deep Blue (Italy); East Midlands Academic Health Science Network; East Sussex Healthcare NHS Trust; GGD Amsterdam; Google (United Kingdom); Google (United States); Harvard University; Haywards Heath Hospital; Health & Safety Laboratory; HeartFlow (United States); Hospital for Sick Children; Hôpital Européen; Hôpital Européen Georges-Pompidou; Imperial College London; Inserm; Johner Institut (Germany); Johns Hopkins Medicine; Johns Hopkins University; KU Leuven; Leeds Teaching Hospitals NHS Trust; Leiden University; London School of Economics and Political Science; Ludwig-Maximilians-Universität München; MRC London Institute of Medical Sciences; Macquarie University; Maimonides Medical Center; Manchester Academic Health Science Centre; Medical University of South Carolina; Mila - Quebec Artificial Intelligence Institute; Moorfields Eye Hospital; Moorfields Eye Hospital NHS Foundation Trust; National Hospital for Neurology and Neurosurgery; Nationwide Children's Hospital; Newcastle University; Nuffield Orthopaedic Centre; Prince Philip Hospital; Queen Mary University of London; Royal Berkshire Hospital; Seoul National University; Seoul National University Hospital; Severance Hospital; Sheffield Teaching Hospitals NHS Foundation Trust; Singapore Eye Research Institute; Singapore National Eye Center; The Christie NHS Foundation Trust; The Nature Conservancy; The Ohio State University; University College London; University Hospitals Birmingham NHS Foundation Trust; University Medical Center Utrecht; University of Amsterdam; University of Birmingham; University of Cambridge; University of Edinburgh; University of Exeter; University of Leeds; University of Manchester; University of Michigan; University of Oxford; University of Pisa; University of Pittsburgh; University of Toronto; University of Washington; University of York; Université Paris Cité; Utrecht University; Western University; Yonsei University; Zimmer Biomet (Germany),Artificial Intelligence in Healthcare and Education; Explainable Artificial Intelligence (XAI); Machine Learning in Healthcare,Guideline; Stage (stratigraphy); Clinical decision support system; Decision support system; Artificial intelligence; Computer science; Medicine; Pathology; Biology,No,https://openalex.org/W4280572991
https://openalex.org/W4382394524,Algorithmic fairness in artificial intelligence for medicine and healthcare,https://doi.org/10.1038/s41551-023-01056-8,2023,2023-06-28,review,367,True,Nature Biomedical Engineering,Richard J. Chen,Richard J. Chen; Judy J. Wang; Drew F. K. Williamson; Tiffany Chen; Jana Lipková; Ming Y. Lu; Sharifa Sahai; Faisal Mahmood,Brigham and Women's Hospital; Broad Institute; Harvard University; Massachusetts Institute of Technology,Artificial Intelligence in Healthcare and Education; Machine Learning in Healthcare; Artificial Intelligence in Healthcare,Health care; Computer science; Artificial intelligence; Medicine; Intensive care medicine,No,https://openalex.org/W4382394524
https://openalex.org/W4295951577,Multimodal biomedical AI,https://doi.org/10.1038/s41591-022-01981-2,2022,2022-09-01,review,807,True,Nature Medicine,Julián Acosta,Julián Acosta; Guido J. Falcone; Pranav Rajpurkar; Eric J. Topol,Harvard University; Scripps Research Institute; Yale University,Artificial Intelligence in Healthcare and Education; COVID-19 diagnosis using AI; Machine Learning in Healthcare,Computer science; Digital health; Biobank; Data science; Wearable computer; Wearable technology; Precision medicine; Applications of artificial intelligence; Key (lock); Health care; Artificial intelligence; Medicine; Bioinformatics; Computer security,Yes,https://openalex.org/W4295951577
https://openalex.org/W3157202711,Artificial intelligence for clinical oncology,https://doi.org/10.1016/j.ccell.2021.04.002,2021,2021-04-29,review,299,True,Cancer Cell,Benjamin H. Kann,Benjamin H. Kann; Ahmed Hosny; Hugo J.W.L. Aerts,Brigham and Women's Hospital; Dana-Farber Brigham Cancer Center; Dana-Farber Cancer Institute; Harvard University; Maastricht University; Massachusetts General Hospital,Radiomics and Machine Learning in Medical Imaging; Artificial Intelligence in Healthcare and Education; AI in cancer detection,Context (archaeology); Computer science; Usability; Artificial intelligence; Perspective (graphical); Field (mathematics); Clinical Oncology; Patient care; Task (project management); Data science; Medicine; Cancer; Internal medicine; Human–computer interaction; Biology; Systems engineering,No,https://openalex.org/W3157202711
https://openalex.org/W4281681378,Clinical artificial intelligence quality improvement: towards continual monitoring and updating of AI algorithms in healthcare,https://doi.org/10.1038/s41746-022-00611-y,2022,2022-05-31,review,282,True,npj Digital Medicine,Jean Feng,Jean Feng; Rachael V. Phillips; Ivana Malenica; Andrew Bishara; Alan Hubbard; Leo Anthony Celi; Romain Pirracchio,"Beth Israel Deaconess Medical Center; Harvard University; Massachusetts Institute of Technology; University of California, Berkeley; University of California, San Francisco",Machine Learning in Healthcare; Artificial Intelligence in Healthcare and Education; Sepsis Diagnosis and Treatment,Quality assurance; Computer science; Artificial intelligence; Key (lock); Quality management; Health care; Machine learning; Quality (philosophy); Clinical Practice; Algorithm; Engineering; Operations management; Medicine,No,https://openalex.org/W4281681378
https://openalex.org/W4394857110,TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods,https://doi.org/10.1136/bmj-2023-078378,2024,2024-04-16,article,825,True,BMJ,Gary S. Collins,Gary S. Collins; Karel G.M. Moons; Paula Dhiman; Richard D Riley; Andrew L. Beam; Ben Van Calster; Marzyeh Ghassemi; Xiaoxuan Liu; Johannes B. Reitsma; Maarten van Smeden; Anne‐Laure Boulesteix; Jennifer Camaradou; Leo Anthony Celi; Spiros Denaxas; Alastair K. Denniston; Ben Glocker; Robert Golub; Hugh Harvey; Georg Heinze; Michael M. Hoffman; André Pascal Kengne; Emily Lam; Naomi Lee; Elizabeth Loder; Lena Maier‐Hein; Bilal A. Mateen; Melissa D. McCradden; Lauren Oakden‐Rayner; Johan Ordish; Richard Parnell; Sherri Rose; Karandeep Singh; Laure Wynants; Patrícia Logullo,Australian Centre for Robotic Vision; Beth Israel Deaconess Medical Center; Brigham and Women's Hospital; British Heart Foundation; German Cancer Research Center; Harvard University; Haywards Heath Hospital; Health Data Research UK; Hospital for Sick Children; Imperial College London; KU Leuven; Leiden University Medical Center; Ludwig-Maximilians-Universität München; Maastricht University; Massachusetts Institute of Technology; Medical University of Vienna; NIHR Birmingham Biomedical Research Centre; National Institute for Health and Care Excellence; Northwestern University; Norwich Research Park; Nuffield Orthopaedic Centre; Princess Margaret Cancer Centre; SickKids Foundation; Stanford University; The Alan Turing Institute; The University of Adelaide; University College London; University Health Network; University Hospitals Birmingham NHS Foundation Trust; University Medical Center Utrecht; University of Birmingham; University of Cape Town; University of East Anglia; University of Oxford; University of Toronto; Utrecht University; Vector Institute; Wellcome Trust; Zimmer Biomet (Germany),"Artificial Intelligence in Healthcare and Education; Meta-analysis and systematic reviews; Healthcare cost, quality, practices",Tripod (photography); Checklist; Machine learning; Computer science; Artificial intelligence; Engineering; Psychology,Yes,https://openalex.org/W4394857110
