openalex_id,title,doi,publication_year,publication_date,type,cited_by_count,is_open_access,primary_location_source,first_author,all_authors,institutions,topics,keywords,abstract_inverted_index,url
https://openalex.org/W4391046421,Open Innovation in the Financial Sector: A Mixed-Methods Approach to Assess Bankers' Willingness to Embrace Open-AI ChatGPT,https://doi.org/10.1016/j.joitmc.2024.100216,2024,2024-01-20,article,43,True,Journal of Open Innovation Technology Market and Complexity,Mohamed Bouteraa,Mohamed Bouteraa; Brahim Chekima; T. Ramayah; Saeed Awadh Bin‐Nashwan; Meshari Al-Daihani; Abderrahmane Baddou; Mouad Sadallah; Rudy Ansar,Chandigarh University; Curtin University Sarawak; Daffodil International University; Sunway University; Universiti Malaysia Perlis; Universiti Sains Malaysia; Universiti of Malaysia Sabah; University of Business and Technology; University of Ha'il; University of Indonesia; University of Jordan; University of Malaya; University of Ouargla,"FinTech, Crowdfunding, Digital Finance; Technology Adoption and User Behaviour; Blockchain Technology Applications and Security",Expectancy theory; Government (linguistics); Empirical research; Perception; Business; Quality (philosophy); Thematic analysis; Marketing; Social influence; Knowledge management; Psychology; Economics; Qualitative research; Management; Social psychology; Sociology,Yes,https://openalex.org/W4391046421
https://openalex.org/W4290987660,Building an artificial intelligence-powered medical image recognition smartphone application: What medical practitioners need to know,https://doi.org/10.1016/j.imu.2022.101017,2022,2022-01-01,article,17,True,Informatics in Medicine Unlocked,Anindya Pradipta Susanto,Anindya Pradipta Susanto; Hariyono Winarto; Alessa Fahira; Harits Abdurrohman; Arief Purnama Muharram; Ucca Ratulangi Widitha; Gilang Edi Warman Efirianti; Yehezkiel Alexander Eduard George; Kevin Tjoa,Bandung Institute of Technology; Rumah Sakit Umum Pusat Nasional Dr. Cipto Mangunkusumo; University of Indonesia,AI in cancer detection; Artificial Intelligence in Healthcare and Education; COVID-19 diagnosis using AI,Context (archaeology); Field (mathematics); Computer science; Applications of artificial intelligence; Artificial intelligence; Data science; Medicine,Yes,https://openalex.org/W4290987660
https://openalex.org/W4377194283,PERAN ARTIFICIAL INTELLIGENCE DALAM PELAYANAN KESEHATAN : A SYSTEMATIC REVIEW,https://doi.org/10.31004/jn.v7i1.13612,2023,2023-04-12,review,9,True,Jurnal Ners,Patriot Haryo Trenggono,Patriot Haryo Trenggono; Adang Bachtiar,University of Indonesia,Public Health and Nutrition; Legal and Policy Analysis in Indonesia; Edcuational Technology Systems,Humanities; Medicine; Art,Yes,https://openalex.org/W4377194283
https://openalex.org/W4388976849,Accuracy of artificial intelligence model for infectious keratitis classification: a systematic review and meta-analysis,https://doi.org/10.3389/fpubh.2023.1239231,2023,2023-11-24,review,14,True,Frontiers in Public Health,Randy Sarayar,Randy Sarayar; Yeni Dwi Lestari; Arnaud A. A. Setio; Ratna Sitompul,Rumah Sakit Umum Pusat Nasional Dr. Cipto Mangunkusumo; Siemens Healthcare (Germany); University of Indonesia,Ocular Infections and Treatments; Glaucoma and retinal disorders; Retinal Imaging and Analysis,Artificial intelligence; Machine learning; Gold standard (test); Computer science; Systematic review; Convolutional neural network; Keratitis; Support vector machine; Deep learning; Medicine; MEDLINE; Dermatology; Internal medicine,Yes,https://openalex.org/W4388976849
https://openalex.org/W3082756035,The Utilization of E-Learning and Artificial Intelligence in the Development of Education System in Indonesia,https://doi.org/10.2991/assehr.k.200818.061,2020,2020-01-01,article,9,True,,Rissia Priyahita,Rissia Priyahita,University of Indonesia,Educational Curriculum and Learning Methods,Computer science; Artificial intelligence; E learning; Artificial Intelligence System; The Internet; World Wide Web,Yes,https://openalex.org/W3082756035
https://openalex.org/W4406048539,Transforming education: exploring the influence of generative AI on teaching performance,https://doi.org/10.1080/2331186x.2024.2448066,2025,2025-01-03,article,21,True,Cogent Education,Heni Mulyani,Heni Mulyani; Mohammad I. Azim; Elvia R. Shauki; Fitrina Kurniati; Hanifia Arlinda,Indonesia University of Education; James Cook University; University of Indonesia,Online Learning and Analytics; Educational Games and Gamification; AI in Service Interactions,Psychology; Mathematics education; Generative grammar; Teaching method; Pedagogy; Computer science; Artificial intelligence,Yes,https://openalex.org/W4406048539
https://openalex.org/W4405894594,Use of large language models as artificial intelligence tools in academic research and publishing among global clinical researchers,https://doi.org/10.1038/s41598-024-81370-6,2024,2024-12-30,article,18,True,Scientific Reports,Tanisha Mishra,Tanisha Mishra; Edward Sutanto; Rini Rossanti; Nayana Pant; Abrar Ashraf; Akshay Raut; Germaine Uwabareze; Oluwatomiwa Ajayi; Bushra Zeeshan,"Allama Iqbal Medical College; Dr. Hasan Sadikin General Hospital; Federal Neuro Psychiatric Hospital; Guthrie Robert Packer Hospital; Jinnah Postgraduate Medical Center; Kasturba Medical College, Manipal; Manipal Academy of Higher Education; Mayo Hospital; Padjadjaran University; Royal Free London NHS Foundation Trust; SUNY Upstate Medical University; University of Indonesia; University of Oxford; World Health Organization - Pakistan",Artificial Intelligence in Healthcare and Education; COVID-19 diagnosis using AI; Topic Modeling,Publishing; Disk formatting; Publication; Medical education; Medicine; Computer science; Political science,Yes,https://openalex.org/W4405894594
https://openalex.org/W4280644618,A Recent Review of Risk-Based Inspection Development to Support Service Excellence in the Oil and Gas Industry: An Artificial Intelligence Perspective,https://doi.org/10.1115/1.4054558,2022,2022-05-16,review,28,False,ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems Part B Mechanical Engineering,Taufik Aditiyawarman,Taufik Aditiyawarman; Agus Paul Setiawan Kaban; Johny Wahyuadi Soedarsono,Pertamina (Indonesia); University of Indonesia,Structural Integrity and Reliability Analysis; Risk and Safety Analysis; Engineering Diagnostics and Reliability,Computer science; Cluster analysis; Support vector machine; Artificial intelligence; Risk analysis (engineering); Machine learning,Yes,https://openalex.org/W4280644618
https://openalex.org/W3208505110,Virtual screening of dipeptidyl peptidase-4 inhibitors using quantitative structure–activity relationship-based artificial intelligence and molecular docking of hit compounds,https://doi.org/10.1016/j.compbiolchem.2021.107597,2021,2021-10-29,article,31,True,Computational Biology and Chemistry,Oky Hermansyah,Oky Hermansyah; Alhadi Bustamam; Arry Yanuar,University of Indonesia,Peptidase Inhibition and Analysis; Computational Drug Discovery Methods; Neuropeptides and Animal Physiology,Virtual screening; Quantitative structure–activity relationship; Docking (animal); Dipeptidyl peptidase; Dipeptidyl peptidase-4; Support vector machine; Random forest; Workflow; Machine learning; Artificial intelligence; Computational biology; Chemistry; Computer science; Drug discovery; Enzyme; Biology; Biochemistry; Diabetes mellitus; Medicine; Type 2 diabetes; Database,Yes,https://openalex.org/W3208505110
https://openalex.org/W4403796638,Artificial intelligence‐based dynamic capabilities and circular supply chain: Analyzing the potential indirect effect of frugal innovation in retailing firms,https://doi.org/10.1002/bse.4018,2024,2024-10-27,article,15,False,Business Strategy and the Environment,Ayman Wael Al‐Khatib,Ayman Wael Al‐Khatib; T. Ramayah,Chandigarh University; Daffodil International University; Middle East University; Sohar University; Sunway University; Universiti Sains Malaysia; University of Indonesia; University of Jordan,Innovation and Socioeconomic Development; Economic and Technological Innovation; Entrepreneurship Studies and Influences,Business; Industrial organization; Supply chain; Dynamic capabilities; Marketing; Process management; Knowledge management; Computer science,Yes,https://openalex.org/W4403796638
https://openalex.org/W4386851510,Machine learning for weed–plant discrimination in agriculture 5.0: An in-depth review,https://doi.org/10.1016/j.aiia.2023.09.002,2023,2023-09-19,article,51,True,Artificial Intelligence in Agriculture,Filbert H. Juwono,Filbert H. Juwono; W. K. Wong; Seema Verma; Neha Shekhawat; Basil Andy Lease; Catur Apriono,Banasthali University; Curtin University Sarawak; University of Indonesia; Xi’an Jiaotong-Liverpool University,Smart Agriculture and AI; Remote Sensing in Agriculture,Agriculture; Weed; Robot; Precision agriculture; Computer science; Artificial intelligence; Agricultural engineering; Weed control; Focus (optics); Machine learning; Agroforestry; Agronomy; Engineering; Environmental science; Ecology; Biology,Yes,https://openalex.org/W4386851510
https://openalex.org/W4378900902,The use of artificial intelligence in detecting papilledema from fundus photographs,https://doi.org/10.4103/tjo.tjo-d-22-00178,2023,2023-04-01,review,6,True,Taiwan Journal of Ophthalmology,Lazuardiah Anandi,Lazuardiah Anandi; Brigitta Marcia Budihardja; Erika Anggraini; Rona Ali Badjrai; Syntia Nusanti,Rumah Sakit Umum Pusat Nasional Dr. Cipto Mangunkusumo; University of Indonesia,Retinal Imaging and Analysis; Cerebral Venous Sinus Thrombosis; Retinal and Optic Conditions,Papilledema; Medicine; Grading (engineering); Neuro-ophthalmology; Ophthalmoscopy; Optometry; Artificial intelligence; Ophthalmology; Computer science; Glaucoma,Yes,https://openalex.org/W4378900902
https://openalex.org/W4400236498,The Influence of AI and AR Technology in Personalized Recommendations on Customer Usage Intention: A Case Study of Cosmetic Products on Shopee,https://doi.org/10.3390/app14135786,2024,2024-07-02,article,17,True,Applied Sciences,Siti Rabiatul Adawiyah,Siti Rabiatul Adawiyah; Betty Purwandari; Imairi Eitiveni; Erisva Hakiki Purwaningsih,University of Indonesia,Technology Adoption and User Behaviour; Consumer Retail Behavior Studies; Blockchain Technology in Education and Learning,Personalization; Technology acceptance model; Product (mathematics); Context (archaeology); Cosmetics; Knowledge management; Usability; Computer science; World Wide Web; Human–computer interaction,Yes,https://openalex.org/W4400236498
https://openalex.org/W3190196789,The Public Relations Acceptance Towards Press Release Application with Artificial Intelligence,https://doi.org/10.37535/101008120212,2021,2021-06-30,article,6,True,Communicare Journal of Communication Studies,Pijar Suciati,Pijar Suciati; Mareta Maulidiyanti; Ngurah Rangga Wiwesa,University of Indonesia,Islamic Finance and Communication; SMEs Development and Digital Marketing,Polling; Work (physics); Task (project management); Psychology; Public relations; Computer science; Knowledge management; Marketing; Artificial intelligence; Business; Engineering; Political science,Yes,https://openalex.org/W3190196789
https://openalex.org/W2996171506,Application of E-Learning and Artificial Intelligence in Education Systems in Indonesia,https://doi.org/10.5120/ijca2019919739,2019,2019-12-17,article,4,True,International Journal of Computer Applications,Dardya Putra,Dardya Putra; Endah Triastuti,University of Indonesia,Blockchain Technology in Education and Learning; Edcuational Technology Systems; Data Mining and Machine Learning Applications,Computer science; E learning; Artificial intelligence; World Wide Web; The Internet,Yes,https://openalex.org/W2996171506
https://openalex.org/W4393944735,AI-powered in the digital age: Ensemble innovation personalizes the food recommendations,https://doi.org/10.1016/j.joitmc.2024.100261,2024,2024-04-04,article,33,True,Journal of Open Innovation Technology Market and Complexity,Chairote Yaiprasert,Chairote Yaiprasert; Achmad Nizar Hidayanto,University of Indonesia; Walailak University,AI in Service Interactions; Big Data and Business Intelligence; Artificial Intelligence in Healthcare,Machine learning; Computer science; Ensemble learning; Artificial intelligence; Ensemble forecasting; Metric (unit); Set (abstract data type); Relevance (law); Data science; Task (project management); Engineering,Yes,https://openalex.org/W4393944735
https://openalex.org/W4388511558,Countering Democratic Disruption Amid The Disinformation Phenomenon Through Artificial Intelligence (AI) In Public Sector,https://doi.org/10.24198/jmpp.v7i1.48125,2023,2023-07-15,article,3,True,Jurnal Manajemen Pelayanan Publik,Ratu Mega,Ratu Mega,University of Indonesia,Misinformation and Its Impacts,Disinformation; Democracy; Social media; Political science; Politics; Legitimacy; Public relations; Political economy; Credibility; Internet privacy; Sociology; Law; Computer science,Yes,https://openalex.org/W4388511558
https://openalex.org/W3124832431,Artificial intelligence paradigm for ligand-based virtual screening on the drug discovery of type 2 diabetes mellitus,https://doi.org/10.1186/s40537-021-00465-3,2021,2021-05-26,article,16,True,Journal Of Big Data,Alhadi Bustamam,Alhadi Bustamam; Haris Hamzah; Nadya Asanul Husna; Sarah Syarofina; Nalendra Dwimantara; Arry Yanuar; Devvi Sarwinda,University of Indonesia,Computational Drug Discovery Methods; Machine Learning in Bioinformatics; Inflammatory mediators and NSAID effects,Artificial intelligence; Fingerprint (computing); Feature selection; Computer science; Quantitative structure–activity relationship; Cluster analysis; Pattern recognition (psychology); Principal component analysis; Virtual screening; Artificial neural network; Machine learning; Feature (linguistics); Random forest; Matthews correlation coefficient; Data mining; Drug discovery; Bioinformatics; Support vector machine,No,https://openalex.org/W3124832431
https://openalex.org/W4312223138,Implementation of Artificial Intelligence Chatbot in Optimizing Customer Service in Financial Technology Company PT. FinAccel Finance Indonesia,https://doi.org/10.3390/proceedings2022083021,2022,2022-12-26,article,11,True,,Mohammad Ridha,Mohammad Ridha; Khansa Haura Maharani,University of Indonesia,AI in Service Interactions; Digital Marketing and Social Media; Halal products and consumer behavior,Chatbot; SWOT analysis; Context (archaeology); Knowledge management; Customer service; Service (business); Big data; Competitive intelligence; Computer science; Finance; Business; Marketing; Artificial intelligence,Yes,https://openalex.org/W4312223138
https://openalex.org/W4389139368,The Impact of Artificial Intelligence in Improving Polyp and Adenoma Detection Rate During Colonoscopy: Systematic-Review and Meta-Analysis,https://doi.org/10.31557/apjcp.2023.24.11.3655,2023,2023-11-01,review,13,True,Asian Pacific Journal of Cancer Prevention,Randy Adiwinata,Randy Adiwinata; Kevin Tandarto; Jonathan Arifputra; Bradley J. Waleleng; Fandy Gosal; Luciana Rotty; Jeanne Winarta; Andrew Waleleng; Paulus Simadibrata; Marcellus Simadibrata,Rumah Sakit Umum Pusat Nasional Dr. Cipto Mangunkusumo; Sam Ratulangi University; Universitas Muhammadiyah Kupang; University of Indonesia,Colorectal Cancer Screening and Detection; Radiomics and Machine Learning in Medical Imaging; AI in cancer detection,Funnel plot; Colonoscopy; Meta-analysis; Medicine; Publication bias; Randomized controlled trial; Odds ratio; MEDLINE; Systematic review; Adenoma; Study heterogeneity; Internal medicine; Colorectal cancer; Cancer,Yes,https://openalex.org/W4389139368
https://openalex.org/W4401407895,Artificial Intelligence Implementation in Agile Project Management Addressing Challenges and Maximizing Impact,https://doi.org/10.33022/ijcs.v13i4.4155,2024,2024-07-25,article,4,True,Indonesian Journal of Computer Science,Harry Leonardo Lumbanraja,Harry Leonardo Lumbanraja; Teguh Raharjo; Anita Nur Fitriani,University of Indonesia,Software Engineering Techniques and Practices; Big Data and Business Intelligence; Software Engineering Research,Agile software development; Project management; Computer science; Process management; Adaptation (eye); Knowledge management; Engineering management; Key (lock); Management science; Systems engineering; Engineering; Software engineering,Yes,https://openalex.org/W4401407895
https://openalex.org/W4411178848,Trade-Off Between Energy Consumption and Three Configuration Parameters in Artificial Intelligence (AI) Training: Lessons for Environmental Policy,https://doi.org/10.3390/su17125359,2025,2025-06-10,article,3,True,Sustainability,Sri Ariyanti,Sri Ariyanti; Muhammad Suryanegara; Ajib Setyo Arifin; Amalia Irma Nurwidya; Nur Hayati,Muhammadiyah University of Yogyakarta; University of Indonesia,"Energy, Environment, and Transportation Policies; Energy, Environment, Economic Growth; Smart Cities and Technologies",Training (meteorology); Energy consumption; Consumption (sociology); Environmental policy; Environmental economics; Artificial intelligence; Engineering; Business; Computer science; Manufacturing engineering; Economics; Sociology; Electrical engineering,Yes,https://openalex.org/W4411178848
